,Name,Type,Nominations,Wins,Awards,Performances
1051,A View from the Bridge,Play+Revival,15,7,"['Drama Desk Award + Winner + Outstanding Revival of a Play', 'Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Actress in a Play', 'Drama Desk Award + Winner + Outstanding Director of a Play', 'Drama League + Winner + Distinguished Revival of a Play', 'Outer Critics Circle + Nominee + Outstanding Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding Actress in a Play', 'Outer Critics Circle + Winner + Outstanding Director of a Play', 'Outer Critics Circle + Nominee + Outstanding Revival of a Play', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Winner + Best Revival of a Play', 'Tony Award + Nominee + Best Actor in a Play', 'Tony Award + Nominee + Best Scenic Design of a Play', 'Tony Award + Nominee + Best Lighting Design of a Play', 'Tony Award + Winner + Best Direction of a Play']",115
1052,Misery,Original,2,0,"['Outer Critics Circle + Nominee + Outstanding Set Design', 'Tony Award + Nominee + Best Actress in a Play']",102
1053,The Illusionists - Live On Broadway,Original,0,0,[],64
1054,China Doll,Original,0,0,[],54
1055,School of Rock – The Musical,Musical+Original,13,0,"['Astaire Awards + Nominee + Outstanding Male Dancer in a Broadway Show', 'Astaire Awards + Nominee + Outstanding Ensemble in a Broadway Show', 'Drama Desk Award + Nominee + Outstanding Musical', 'Drama Desk Award + Nominee + Outstanding Music', 'Drama Desk Award + Nominee + Outstanding Lyrics', 'Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama Desk Award + Nominee + Outstanding Sound Design of a Musical', 'Drama League + Nominee + Distinguished Production of a Musical', 'Outer Critics Circle + Nominee + Outstanding Actor in a Musical', 'Tony Award + Nominee + Best Musical', 'Tony Award + Nominee + Best Book of a Musical', 'Tony Award + Nominee + Best Original Score', 'Tony Award + Nominee + Best Actor in a Musical']",1309
1056,The Color Purple,Musical+Revival,16,8,"['Drama Desk Award + Nominee + Outstanding Revival of a Musical', 'Drama Desk Award + Winner + Outstanding Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Featured Actress in a Musical', 'Drama Desk Award + Winner + Outstanding Director of a Musical', 'Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama Desk Award + Nominee + Outstanding Lighting Design for a Musical', 'Drama League + Winner + Distinguished Revival of a Musical', 'Outer Critics Circle + Winner + Outstanding Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Revival of a Musical', 'Theatre World Awards + Winner + Theatre World Award', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Winner + Best Revival of a Musical', 'Tony Award + Winner + Best Actress in a Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Direction of a Musical']",450
1057,Fiddler on the Roof,Musical+Revival,11,3,"['Astaire Awards + Nominee + Outstanding Choreographer in a Broadway Show', 'Astaire Awards + Nominee + Outstanding Ensemble in a Broadway Show', 'Drama Desk Award + Nominee + Outstanding Revival of a Musical', 'Drama Desk Award + Winner + Outstanding Actor in a Musical', 'Drama Desk Award + Winner + Outstanding Director of a Musical', 'Drama League + Nominee + Distinguished Revival of a Musical', 'Outer Critics Circle + Winner + Outstanding Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Revival of a Musical', 'Tony Award + Nominee + Best Revival of a Musical', 'Tony Award + Nominee + Best Actor in a Musical', 'Tony Award + Nominee + Best Choreography']",431
1058,Noises Off,Farce+Play+Comedy+Revival,8,0,"['Drama Desk Award + Nominee + Outstanding Featured Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Featured Actress in a Play', 'Drama League + Nominee + Distinguished Revival of a Play', 'Tony Award + Nominee + Best Revival of a Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Nominee + Best Costume Design of a Play']",67
1059,Our Mother's Brief Affair,Musical+Original,0,0,[],53
1060,The Humans,Play+Drama+Original,17,11,"['Drama Desk Award + Nominee + Outstanding Director of a Play', 'Drama Desk Award + Winner + Outstanding Sound Design of a Play', 'Drama Desk Award + Winner + Outstanding Lighting Design for a Play', 'Drama Desk Award + Winner + Outstanding Ensemble Performance', 'Drama Desk Award + Winner + Outstanding Play', 'Drama League + Winner + Distinguished Production of a Play', ""New York Drama Critics' Circle + Winner + Best Play"", 'Outer Critics Circle + Winner + Outstanding New Broadway Play', 'Outer Critics Circle + Nominee + Outstanding Director of a Play', 'Outer Critics Circle + Nominee + Outstanding Actress in a Play', 'Outer Critics Circle + Nominee + Outstanding Actor in a Play', 'Tony Award + Winner + Best Play', 'Tony Award + Nominee + Best Direction of a Play', 'Tony Award + Nominee + Best Lighting Design of a Play', 'Tony Award + Winner + Best Scenic Design of a Play', 'Tony Award + Winner + Best Featured Actress in a Play', 'Tony Award + Winner + Best Featured Actor in a Play']",365
1061,Hughie,Play+Revival,3,1,"['Drama Desk Award + Winner + Outstanding Set Design for a Play', 'Drama Desk Award + Nominee + Outstanding Lighting Design for a Play', 'Tony Award + Nominee + Best Scenic Design of a Play']",37
1062,Eclipsed,Play+Original,14,4,"['Drama Desk Award + Winner + Outstanding Featured Actress in a Play', 'Drama League + Nominee + Distinguished Production of a Play', 'Outer Critics Circle + Nominee + Outstanding Actress in a Play', 'Outer Critics Circle + Nominee + Outstanding New Broadway Play', 'Outer Critics Circle + Winner + Outstanding Featured Actress in a Play', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Play', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Play', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Play', 'Tony Award + Nominee + Best Actress in a Play', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Winner + Best Costume Design of a Play', 'Tony Award + Nominee + Best Direction of a Play']",121
1063,Disaster!,Original,3,0,"['Drama Desk Award + Nominee + Outstanding Featured Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical']",72
1064,Blackbird,Original,6,0,"['Drama League + Nominee + Distinguished Revival of a Play', 'Outer Critics Circle + Nominee + Outstanding Actress in a Play', 'Outer Critics Circle + Nominee + Outstanding Revival of a Play', 'Tony Award + Nominee + Best Revival of a Play', 'Tony Award + Nominee + Best Actor in a Play', 'Tony Award + Nominee + Best Actress in a Play']",108
1065,She Loves Me,Musical+Revival,30,11,"['Astaire Awards + Nominee + Outstanding Ensemble in a Broadway Show', 'Astaire Awards + Nominee + Outstanding Choreographer in a Broadway Show', 'Astaire Awards + Winner + Outstanding Female Dancer in a Broadway Show', 'Drama Desk Award + Nominee + Outstanding Wig and Hair Design', 'Drama Desk Award + Nominee + Outstanding Costume Design of a Musical', 'Drama Desk Award + Winner + Outstanding Set Design for a Musical', 'Drama Desk Award + Winner + Outstanding Orchestrations', 'Drama Desk Award + Winner + Outstanding Featured Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Winner + Outstanding Revival of a Musical', 'Drama League + Nominee + Distinguished Revival of a Musical', 'Outer Critics Circle + Winner + Outstanding Set Design', 'Outer Critics Circle + Winner + Outstanding Revival of a Musical', 'Outer Critics Circle + Nominee + Outstanding Lighting Design', 'Outer Critics Circle + Winner + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Director of a Musical', 'Outer Critics Circle + Winner + Outstanding Costume Design', 'Outer Critics Circle + Nominee + Outstanding Actress in a Musical', 'Theatre World Awards + Winner + Dorothy Loudon Award for Excellence', 'Tony Award + Nominee + Best Revival of a Musical', 'Tony Award + Nominee + Best Orchestrations', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Nominee + Best Costume Design of a Musical', 'Tony Award + Winner + Best Scenic Design of a Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Actress in a Musical', 'Tony Award + Nominee + Best Actor in a Musical']",132
1066,Bright Star,Play+Original,23,4,"['Astaire Awards + Nominee + Outstanding Ensemble in a Broadway Show', 'Astaire Awards + Nominee + Outstanding Choreographer in a Broadway Show', 'Drama Desk Award + Winner + Outstanding Music', 'Drama Desk Award + Nominee + Outstanding Sound Design of a Musical', 'Drama Desk Award + Nominee + Outstanding Costume Design of a Musical', 'Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Drama League + Nominee + Distinguished Production of a Musical', 'Outer Critics Circle + Winner + Outstanding New Broadway Musical', 'Outer Critics Circle + Nominee + Outstanding Director of a Musical', 'Outer Critics Circle + Nominee + Outstanding Costume Design', 'Outer Critics Circle + Nominee + Outstanding Choreographer', 'Outer Critics Circle + Winner + Outstanding New Score', 'Outer Critics Circle + Nominee + Outstanding Book of a Musical', 'Outer Critics Circle + Nominee + Outstanding Actress in a Musical', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Musical', 'Tony Award + Nominee + Best Orchestrations', 'Tony Award + Nominee + Best Actress in a Musical', 'Tony Award + Nominee + Best Book of a Musical', 'Tony Award + Nominee + Best Original Score']",109
1067,The Crucible,Play+Revival,11,2,"['Drama Desk Award + Nominee + Outstanding Featured Actor in a Play', 'Drama Desk Award + Winner + Outstanding Music in a Play', 'Drama League + Nominee + Distinguished Revival of a Play', 'Outer Critics Circle + Nominee + Outstanding Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding Revival of a Play', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Revival of a Play', 'Tony Award + Nominee + Best Actress in a Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Lighting Design of a Play']",125
1068,The Father,Play+Original,6,3,"['Drama Desk Award + Winner + Outstanding Actor in a Play', 'Drama League + Nominee + Distinguished Production of a Play', 'Outer Critics Circle + Winner + Outstanding Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding New Broadway Play', 'Tony Award + Nominee + Best Play', 'Tony Award + Winner + Best Actor in a Play']",78
1069,American Psycho,Original,19,5,"['Drama Desk Award + Winner + Outstanding Sound Design of a Musical', 'Drama Desk Award + Winner + Outstanding Projection Design', 'Drama Desk Award + Winner + Outstanding Lighting Design for a Musical', 'Drama Desk Award + Nominee + Outstanding Costume Design of a Musical', 'Drama Desk Award + Nominee + Outstanding Set Design for a Musical', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Director of a Musical', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama League + Nominee + Distinguished Production of a Musical', 'Outer Critics Circle + Winner + Outstanding Projection Design', 'Outer Critics Circle + Winner + Outstanding Lighting Design', 'Outer Critics Circle + Nominee + Outstanding New Broadway Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Director of a Musical', 'Outer Critics Circle + Nominee + Outstanding Costume Design', 'Outer Critics Circle + Nominee + Outstanding New Score', 'Tony Award + Nominee + Best Scenic Design of a Musical', 'Tony Award + Nominee + Best Lighting Design of a Musical']",54
1070,Waitress,Musical+Original,15,2,"['Astaire Awards + Nominee + Outstanding Choreographer in a Broadway Show', 'Drama Desk Award + Nominee + Outstanding Musical', 'Drama Desk Award + Winner + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Music', 'Drama Desk Award + Nominee + Outstanding Lyrics', 'Drama Desk Award + Nominee + Outstanding Book of a Musical', 'Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Drama League + Nominee + Distinguished Production of a Musical', 'Outer Critics Circle + Nominee + Outstanding Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding New Score', 'Outer Critics Circle + Winner + Outstanding Featured Actor in a Musical', 'Tony Award + Nominee + Best Musical', 'Tony Award + Nominee + Best Original Score', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Actress in a Musical']",1537
1071,Fully Committed,Original,2,1,"['Drama Desk Award + Nominee + Outstanding Set Design for a Play', 'Drama Desk Award + Winner + Outstanding Solo Performance']",112
1072,Tuck Everlasting,Original,8,1,"['Astaire Awards + Nominee + Outstanding Female Dancer in a Broadway Show', 'Astaire Awards + Nominee + Outstanding Choreographer in a Broadway Show', 'Drama League + Nominee + Distinguished Production of a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding New Broadway Musical', 'Outer Critics Circle + Nominee + Outstanding Set Design', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Costume Design of a Musical']",39
